Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text
nike-super-bad-2-0,,,,,,,Size,XL,Color,rot,,,"",0,"",1,deny,manual,54.85,,true,true,,,
nike-super-bad-2-0,,,,,,,Size,XXL,Color,rot,,,"",0,"",1,deny,manual,54.85,,true,true,,,
nike-super-bad-2-0,,,,,,,Size,S,Color,navy-blau,,,"",0,,1,deny,manual,54.85,,true,true,,,
nike-super-bad-2-0,,,,,,,Size,M,Color,navy-blau,,,"",0,"",1,deny,manual,54.85,,true,true,,,
nike-super-bad-2-0,,,,,,,Size,L,Color,navy-blau,,,"",0,"",1,deny,manual,54.85,,true,true,,,
nike-super-bad-2-0,,,,,,,Size,XL,Color,navy-blau,,,"",0,"",1,deny,manual,54.85,,true,true,,,
nike-super-bad-2-0,,,,,,,Size,XXL,Color,navy-blau,,,"",0,"",1,deny,manual,54.85,,true,true,,,
nike-super-bad-2-0,,,,,,,Size,S,Color,royal-blau,,,"",0,,1,deny,manual,54.85,,true,true,,,
nike-super-bad-2-0,,,,,,,Size,M,Color,royal-blau,,,"",0,"",1,deny,manual,54.85,,true,true,,,
nike-super-bad-2-0,,,,,,,Size,L,Color,royal-blau,,,"",0,"",1,deny,manual,54.85,,true,true,,,
nike-super-bad-2-0,,,,,,,Size,XL,Color,royal-blau,,,"",0,"",1,deny,manual,54.85,,true,true,,,
nike-super-bad-2-0,,,,,,,Size,XXL,Color,royal-blau,,,"",0,"",1,deny,manual,54.85,,true,true,,,
nike-super-bad-2-0,,,,,,,Size,S,Color,grün,,,"",0,,1,deny,manual,54.85,,true,true,,,
nike-super-bad-2-0,,,,,,,Size,M,Color,grün,,,"",0,"",1,deny,manual,54.85,,true,true,,,
nike-super-bad-2-0,,,,,,,Size,XL,Color,grün,,,"",0,"",1,deny,manual,54.85,,true,true,,,
nike-super-bad-2-0,,,,,,,Size,L,Color,grün,,,"",0,"",1,deny,manual,54.85,,true,true,,,
nike-super-bad-2-0,,,,,,,Size,XXL,Color,grün,,,"",0,"",1,deny,manual,54.85,,true,true,,,
nike-super-bad-2-0,,,,,,,Size,S,Color,gelb,,,"",0,,1,deny,manual,54.85,,true,true,,,
nike-super-bad-2-0,,,,,,,Size,M,Color,gelb,,,"",0,"",1,deny,manual,54.85,,true,true,,,
nike-super-bad-2-0,,,,,,,Size,L,Color,gelb,,,"",0,"",1,deny,manual,54.85,,true,true,,,
nike-super-bad-2-0,,,,,,,Size,XL,Color,gelb,,,"",0,"",1,deny,manual,54.85,,true,true,,,
nike-super-bad-2-0,,,,,,,Size,XXL,Color,gelb,,,"",0,"",1,deny,manual,54.85,,true,true,,,
super-bad-shark,Super Bad Shark,"",Nike,Schuhe,"",true,Size,6.5,,,,,"",0,,1,deny,manual,89.85,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/Nike_Super_Bad_Shark.jpg?v=1384879389,
super-bad-shark,,,,,,,Size,7.0,,,,,"",0,"",1,deny,manual,89.85,,true,true,,,
super-bad-shark,,,,,,,Size,7.5,,,,,"",0,"",1,deny,manual,89.85,,true,true,,,
super-bad-shark,,,,,,,Size,8.0,,,,,"",0,"",1,deny,manual,89.85,,true,true,,,
super-bad-shark,,,,,,,Size,8.5,,,,,"",0,"",1,deny,manual,89.85,,true,true,,,
super-bad-shark,,,,,,,Size,9.0,,,,,"",0,"",1,deny,manual,89.85,,true,true,,,
surge-ii-5-8,Surge II 5/8,"",Under Armour,Schuhe,"",true,Size,8.0,,,,,"",0,,1,deny,manual,69.85,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/51580002-ua-surgeii.jpg?v=1384879472,
surge-ii-5-8,,,,,,,Size,8.5,,,,,"",0,"",1,deny,manual,69.85,,true,true,,,
surge-ii-5-8,,,,,,,Size,9.0,,,,,"",0,"",1,deny,manual,69.85,,true,true,,,
surge-ii-5-8,,,,,,,Size,9.5,,,,,"",0,"",1,deny,manual,69.85,,true,true,,,
surge-ii-5-8,,,,,,,Size,10.0,,,,,"",0,"",1,deny,manual,69.85,,true,true,,,
surge-ii-5-8,,,,,,,Size,10.5,,,,,"",0,"",1,deny,manual,69.85,,true,true,,,
surge-ii-5-8,,,,,,,Size,11.0,,,,,"",0,"",1,deny,manual,69.85,,true,true,,,
nike-torque,Torque,"",Nike,Hands,"",true,Size,S,Color,schwarz,,,"",0,,1,deny,manual,39.85,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/rot_e7d08f87-846e-407c-8943-2a6b7d9cdc54.png?v=1381436661,
nike-torque,,,,,,,Size,M,Color,schwarz,,,"",0,"",1,deny,manual,39.85,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/royal_849c70b2-c7ec-4c2a-85b7-b5f3bf152e89.png?v=1381436661,
nike-torque,,,,,,,Size,L,Color,schwarz,,,"",0,"",1,deny,manual,39.85,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/navy_f882a08e-8791-4034-a4c9-b2a5c3173d12.png?v=1381436660,
nike-torque,,,,,,,Size,XL,Color,schwarz,,,"",0,"",1,deny,manual,39.85,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/schwarz_9521bfd1-e4ef-44a6-8e60-355a10713d4b.png?v=1381436661,
nike-torque,,,,,,,Size,XXL,Color,schwarz,,,"",0,"",1,deny,manual,39.85,,true,true,,,
nike-torque,,,,,,,Size,S,Color,rot,,,"",0,,1,deny,manual,39.85,,true,true,,,
nike-torque,,,,,,,Size,M,Color,rot,,,"",0,"",1,deny,manual,39.85,,true,true,,,
nike-torque,,,,,,,Size,L,Color,rot,,,"",0,"",1,deny,manual,39.85,,true,true,,,
nike-torque,,,,,,,Size,XL,Color,rot,,,"",0,"",1,deny,manual,39.85,,true,true,,,
nike-torque,,,,,,,Size,XXL,Color,rot,,,"",0,"",1,deny,manual,39.85,,true,true,,,
nike-torque,,,,,,,Size,S,Color,navy-blau,,,"",0,,1,deny,manual,39.85,,true,true,,,
nike-torque,,,,,,,Size,M,Color,navy-blau,,,"",0,"",1,deny,manual,39.85,,true,true,,,
nike-torque,,,,,,,Size,L,Color,navy-blau,,,"",0,"",1,deny,manual,39.85,,true,true,,,
nike-torque,,,,,,,Size,XL,Color,navy-blau,,,"",0,"",1,deny,manual,39.85,,true,true,,,
nike-torque,,,,,,,Size,XXL,Color,navy-blau,,,"",0,"",1,deny,manual,39.85,,true,true,,,
nike-torque,,,,,,,Size,S,Color,royal-blau,,,"",0,,1,deny,manual,39.85,,true,true,,,
nike-torque,,,,,,,Size,M,Color,royal-blau,,,"",0,"",1,deny,manual,39.85,,true,true,,,
nike-torque,,,,,,,Size,L,Color,royal-blau,,,"",0,"",1,deny,manual,39.85,,true,true,,,
nike-torque,,,,,,,Size,XL,Color,royal-blau,,,"",0,"",1,deny,manual,39.85,,true,true,,,
nike-torque,,,,,,,Size,XXL,Color,royal-blau,,,"",0,"",1,deny,manual,39.85,,true,true,,,
nike-vapor-fly,Vapor Fly,"",Nike,Hands,"",true,Size,S,,,,,"",0,,1,deny,manual,74.85,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/Nike_Vapor_Fly.jpg?v=1384469094,
nike-vapor-fly,,,,,,,Size,M,,,,,"",0,"",1,deny,manual,74.85,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/Nike_Vapor_Fly_front.jpg?v=1384469094,
nike-vapor-fly,,,,,,,Size,L,,,,,"",0,"",1,deny,manual,74.85,,true,true,,,
nike-vapor-fly,,,,,,,Size,XL,,,,,"",0,"",1,deny,manual,74.85,,true,true,,,
nike-vapor-fly,,,,,,,Size,XXL,,,,,"",0,"",1,deny,manual,74.85,,true,true,,,
nike-vapor-jet-2-0,Vapor Jet 2.0,"",Nike,Hands,"",true,Size,S,Color,schwarz,,,"",0,,1,deny,manual,49.85,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/grun_1_a3888ae1-7352-45e7-b596-ef444dad0ad6.png?v=1381436633,
nike-vapor-jet-2-0,,,,,,,Size,M,Color,schwarz,,,"",0,"",1,deny,manual,49.85,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/grun_2_f78de8ee-6e4c-4bc9-b45c-90f7b1083793.png?v=1381436633,
nike-vapor-jet-2-0,,,,,,,Size,L,Color,schwarz,,,"",0,"",1,deny,manual,49.85,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/gelb_e3d3a952-dcf7-4a83-b926-73f339c3ba08.png?v=1381436633,
nike-vapor-jet-2-0,,,,,,,Size,XL,Color,schwarz,,,"",0,"",1,deny,manual,49.85,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/royal_bf282cc3-8539-4468-9daa-9a7dea805421.png?v=1381436402,
nike-vapor-jet-2-0,,,,,,,Size,XXL,Color,schwarz,,,"",0,"",1,deny,manual,49.85,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/navy_aceaab2e-2e51-4aa2-8d5d-75693269acc3.png?v=1381436403,
nike-vapor-jet-2-0,,,,,,,Size,S,Color,weiß,,,"",0,,1,deny,manual,49.85,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/schwarz_191bff42-e08c-44e3-ad52-19b063982fd1.png?v=1381436403,
nike-vapor-jet-2-0,,,,,,,Size,M,Color,weiß,,,"",0,"",1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,L,Color,weiß,,,"",0,"",1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,XL,Color,weiß,,,"",0,"",1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,XXL,Color,weiß,,,"",0,"",1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,S,Color,navy,,,"",0,,1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,M,Color,navy,,,"",0,"",1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,L,Color,navy,,,"",0,"",1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,XL,Color,navy,,,"",0,"",1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,XXL,Color,navy,,,"",0,"",1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,S,Color,royal-blau,,,"",0,,1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,M,Color,royal-blau,,,"",0,"",1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,L,Color,royal-blau,,,"",0,"",1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,XL,Color,royal-blau,,,"",0,"",1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,XXL,Color,royal-blau,,,"",0,"",1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,S,Color,grün,,,"",0,,1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,M,Color,grün,,,"",0,"",1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,L,Color,grün,,,"",0,"",1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,XL,Color,grün,,,"",0,"",1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,XXL,Color,grün,,,"",0,"",1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,S,Color,gelb,,,"",0,,1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,M,Color,gelb,,,"",0,"",1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,L,Color,gelb,,,"",0,"",1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,XL,Color,gelb,,,"",0,"",1,deny,manual,49.85,,true,true,,,
nike-vapor-jet-2-0,,,,,,,Size,XXL,Color,gelb,,,"",0,"",1,deny,manual,49.85,,true,true,,,
varsity-backplate,Varsity Backplate,"",Riddell,Zubehör Pads,"",true,Title,-,,,,,"",0,,1,deny,manual,24.85,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/Varsity-Backplate.gif?v=1385061309,
varsity-rib-vest,Varsity Rib Vest,"",Riddell,Zubehör Pads,"",true,Title,S,,,,,"",0,,1,deny,manual,39.85,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/Riddell_VarsityRibVest.jpg?v=1385061506,
varsity-rib-vest,,,,,,,Title,M,,,,,"",0,"",1,deny,manual,39.85,,true,true,,,
varsity-rib-vest,,,,,,,Title,L,,,,,"",0,"",1,deny,manual,39.85,,true,true,,,
varsity-rib-vest,,,,,,,Title,XL,,,,,"",0,"",1,deny,manual,39.85,,true,true,,,
varsity-rib-vest,,,,,,,Title,XXL,,,,,"",0,"",1,deny,manual,39.85,,true,true,,,
varsity-rib-vest,,,,,,,Title,XXXL,,,,,"",0,"",1,deny,manual,39.85,,true,true,,,
cutters-x40-c-tack-revolution,X40 C-Tack Revolution,"",Cutters,Hands,"",true,Size,S,Color,schwarz,,,"",0,,1,deny,manual,45.00,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/rot_471e25ab-45ac-4e36-afd6-a692cb8879d3.png?v=1381438401,
cutters-x40-c-tack-revolution,,,,,,,Size,M,Color,schwarz,,,"",0,"",1,deny,manual,45.00,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/gelb_ab251505-1a49-4872-8220-40a8ff5d8c49.png?v=1381438401,
cutters-x40-c-tack-revolution,,,,,,,Size,L,Color,schwarz,,,"",0,"",1,deny,manual,45.00,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/grun.png?v=1381438401,
cutters-x40-c-tack-revolution,,,,,,,Size,XL,Color,schwarz,,,"",0,"",1,deny,manual,45.00,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/navy_4d98d7cc-2a76-4f71-aa36-49b9ff8ebc31.png?v=1381438401,
cutters-x40-c-tack-revolution,,,,,,,Size,XXL,Color,schwarz,,,"",0,"",1,deny,manual,45.00,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/royal_7dc23488-0cbf-47f7-a223-6f9379026818.png?v=1381438401,
cutters-x40-c-tack-revolution,,,,,,,Size,XXXL,Color,schwarz,,,"",0,"",1,deny,manual,45.00,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/schwarz_f7a9b5a1-ed06-46ab-838e-fdd088f85d50.png?v=1381438401,
cutters-x40-c-tack-revolution,,,,,,,Size,S,Color,weiß,,,"",0,,1,deny,manual,45.00,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/weiss_1a50ebc3-4de1-48b8-9679-327e7c979968.png?v=1381438401,
cutters-x40-c-tack-revolution,,,,,,,Size,M,Color,weiß,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,L,Color,weiß,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,XL,Color,weiß,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,XXL,Color,weiß,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,XXXL,Color,weiß,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,S,Color,rot,,,"",0,,1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,M,Color,rot,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,L,Color,rot,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,XL,Color,rot,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,XXL,Color,rot,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,XXXL,Color,rot,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,S,Color,navy-blau,,,"",0,,1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,M,Color,navy-blau,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,L,Color,navy-blau,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,XL,Color,navy-blau,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,XXL,Color,navy-blau,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,XXXL,Color,navy-blau,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,S,Color,royal-blau,,,"",0,,1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,M,Color,royal-blau,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,L,Color,royal-blau,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,XL,Color,royal-blau,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,XXL,Color,royal-blau,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,XXXL,Color,royal-blau,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,S,Color,grün,,,"",0,,1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,M,Color,grün,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,L,Color,grün,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,XL,Color,grün,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,XXL,Color,grün,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,XXXL,Color,grün,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,S,Color,gelb,,,"",0,,1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,M,Color,gelb,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,L,Color,gelb,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,XL,Color,gelb,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,XXL,Color,gelb,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-c-tack-revolution,,,,,,,Size,XXXL,Color,gelb,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,X40 C-Tack Solid,"",Cutters,Hands,"",true,Size,S,Color,schwarz,,,"",0,,1,deny,manual,45.00,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/navy_edc22833-d989-4392-9a11-e6d80215021c.png?v=1381438656,
cutters-x40-solid,,,,,,,Size,M,Color,schwarz,,,"",0,"",1,deny,manual,45.00,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/rot_773e00f2-aa18-4aa0-aa11-d3ebdb524ab9.png?v=1381438656,
cutters-x40-solid,,,,,,,Size,L,Color,schwarz,,,"",0,"",1,deny,manual,45.00,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/royal_3b20d9b0-35a4-40fb-87e2-5bde117bbc2f.png?v=1381438656,
cutters-x40-solid,,,,,,,Size,XL,Color,schwarz,,,"",0,"",1,deny,manual,45.00,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/schwarz_29489fc8-c207-4767-8c91-8d066119ad77.png?v=1381438656,
cutters-x40-solid,,,,,,,Size,XXL,Color,schwarz,,,"",0,"",1,deny,manual,45.00,,true,true,,http://cdn.shopify.com/s/files/1/0240/1531/products/weiss_af42464e-0eea-4629-bc44-db28352ec24e.png?v=1381438656,
cutters-x40-solid,,,,,,,Size,XXXL,Color,schwarz,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,S,Color,weiß,,,"",0,,1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,M,Color,weiß,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,L,Color,weiß,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,XL,Color,weiß,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,XXL,Color,weiß,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,XXXL,Color,weiß,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,S,Color,rot,,,"",0,,1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,M,Color,rot,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,L,Color,rot,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,XL,Color,rot,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,XXL,Color,rot,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,XXXL,Color,rot,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,S,Color,navy-blau,,,"",0,,1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,M,Color,navy-blau,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,L,Color,navy-blau,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,XL,Color,navy-blau,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,XXL,Color,navy-blau,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,XXXL,Color,navy-blau,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,S,Color,royal-blau,,,"",0,,1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,M,Color,royal-blau,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,L,Color,royal-blau,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,XL,Color,royal-blau,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,XXL,Color,royal-blau,,,"",0,"",1,deny,manual,45.00,,true,true,,,
cutters-x40-solid,,,,,,,Size,XXXL,Color,royal-blau,,,"",0,"",1,deny,manual,45.00,,true,true,,,
